timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1482925506.384842,1.278072,-0.238081,-0.763521,-4.452155,1.193935,1.141329,0.930453,0.235838,-0.280422,0.162562,0.256443,0.302690
1482925506.404160,1.320095,-0.239203,-0.670940,-4.514556,0.962586,1.238354,0.941156,0.236928,-0.241020,0.278508,0.342077,0.371602
1482925506.423447,1.363604,-0.233046,-0.578321,-4.402057,1.359431,1.466004,0.952158,0.230942,-0.200152,0.413877,0.317017,0.244607
1482925506.442764,1.417008,-0.213262,-0.492700,-3.750362,1.924331,2.057706,0.965811,0.211649,-0.149713,0.690057,0.218099,0.010593
1482925506.462052,1.465798,-0.175449,-0.424460,-3.000985,1.714886,2.538418,0.979225,0.174550,-0.103197,0.756265,0.102607,0.075043
1482925506.481369,1.501333,-0.126549,-0.358473,-3.303343,1.028577,2.989793,0.989611,0.126211,-0.068852,0.702111,-0.049519,0.302686
1482925506.500687,1.520641,-0.066826,-0.290459,-3.193568,0.507669,3.536811,0.996513,0.066777,-0.050022,0.848053,-0.077366,0.168919
1482925506.519974,1.536184,0.006503,-0.235241,-2.454369,0.922582,4.137352,0.999380,-0.006503,-0.034605,1.060407,-0.047710,-0.058680
1482925506.539292,1.550245,0.090976,-0.186192,-2.508845,0.658181,4.541748,0.995654,-0.090850,-0.020465,1.073901,-0.063333,0.063732
1482925506.558609,1.547797,0.182111,-0.131705,-2.753591,0.158920,4.900057,0.983203,-0.181107,-0.022617,0.967250,0.059394,-0.097768
1482925506.577896,1.543858,0.280409,-0.078149,-2.446543,0.643909,5.345544,0.960593,-0.276748,-0.025883,0.767540,0.294865,-0.322357
1482925506.597214,1.543631,0.385514,-0.027995,-2.319370,0.868618,5.479824,0.926263,-0.376035,-0.025169,0.607313,0.243337,-0.315485
1482925506.616532,1.532265,0.484734,0.035116,-3.107696,0.728882,5.130230,0.884142,-0.465973,-0.034084,0.621842,0.208416,-0.182525
1482925506.635819,1.502136,0.578979,0.115202,-3.352614,0.380516,5.060040,0.835050,-0.547169,-0.057425,0.911895,0.446842,-0.204924
1482925506.655136,1.446455,0.671399,0.204264,-3.169088,-0.598984,5.056501,0.776907,-0.622082,-0.097102,0.974978,0.647815,-0.131266
1482925506.674454,1.357365,0.755137,0.304885,-3.110980,-1.385838,4.817606,0.711655,-0.685389,-0.154239,0.905398,0.782867,-0.435680
1482925506.693741,1.267637,0.827930,0.411901,-2.612888,-0.203151,4.569079,0.645556,-0.736533,-0.201931,0.847788,0.965640,-0.811028
1482925506.713059,1.172386,0.889426,0.527830,-2.801288,-0.853569,4.067580,0.580527,-0.776711,-0.244355,0.825140,1.041591,-0.671222
1482925506.732376,1.017564,0.915640,0.666346,-3.684549,-3.252971,2.668816,0.518397,-0.792953,-0.320141,0.780287,0.972222,-0.564736
1482925506.751663,0.824395,0.893290,0.813331,-4.923474,-4.257892,1.508232,0.460196,-0.779138,-0.425633,0.496676,0.983079,-0.468975
1482925506.770981,0.644602,0.812429,0.941812,-6.706991,-4.252423,-0.160670,0.413248,-0.725960,-0.549735,0.250780,0.911179,-0.300210
1482925506.790299,0.506428,0.676638,1.022969,-7.722263,-4.375096,-2.029853,0.378190,-0.626175,-0.681819,0.335530,1.226754,0.123912
1482925506.809586,0.411757,0.526288,1.016179,-6.020191,-5.468525,-4.856153,0.346061,-0.502328,-0.792407,0.458434,1.675618,0.389452
1482925506.828903,0.342201,0.395487,0.928204,-4.307945,-5.407205,-6.996097,0.309659,-0.385258,-0.869303,0.583818,2.020071,0.463982
1482925506.848221,0.291957,0.288427,0.799327,-2.834085,-4.509251,-8.163843,0.275938,-0.284444,-0.918123,0.772710,2.170524,0.510646
1482925506.867508,0.245522,0.202549,0.636382,-1.581402,-4.426266,-9.611051,0.238093,-0.201167,-0.950181,1.070505,2.363688,0.587458
1482925506.886826,0.193615,0.150626,0.443567,-0.120125,-4.448342,-10.449646,0.190229,-0.150057,-0.970204,1.393866,2.330389,0.763327
1482925506.906143,0.133136,0.109384,0.234116,-0.668986,-4.511289,-11.266518,0.131949,-0.109166,-0.985227,1.480377,1.672091,0.707799
1482925506.925430,0.080152,0.055979,0.015590,-1.898368,-2.918902,-11.621398,0.079940,-0.055950,-0.995228,1.220683,0.874321,0.196555
1482925506.944738,0.077759,0.019100,-0.212553,-0.324768,1.127904,-11.986669,0.077667,-0.019099,-0.996796,0.842342,0.504505,-0.095076
1482925506.964056,0.141290,0.003019,-0.431120,0.919063,3.876403,-10.954424,0.140820,-0.003019,-0.990031,0.856253,0.735819,0.525710
1482925506.983343,0.205307,0.008355,-0.636485,2.943454,2.404317,-9.945147,0.203861,-0.008355,-0.978964,1.097766,0.645085,1.118974
1482925507.002660,0.242744,0.077735,-0.828474,7.466907,1.614951,-8.273865,0.239641,-0.077656,-0.967751,1.266931,0.499626,1.043632
1482925507.021978,0.301873,0.198272,-1.007798,8.303931,1.622221,-6.659131,0.291484,-0.196975,-0.936076,1.289388,0.267300,1.245520
1482925507.041265,0.346442,0.279349,-1.169993,5.622141,-0.566208,-6.368592,0.326391,-0.275730,-0.904125,0.941580,-0.424517,1.734751
1482925507.060583,0.371737,0.303174,-1.317730,2.587132,-0.756090,-6.336487,0.346668,-0.298551,-0.889207,0.256577,-0.774729,1.637060
1482925507.079901,0.420698,0.286928,-1.441358,1.007367,1.706735,-5.673319,0.391702,-0.283007,-0.875486,-0.272811,-0.609052,1.220806
1482925507.099188,0.506884,0.254945,-1.533636,0.578103,3.862545,-4.304338,0.469764,-0.252192,-0.846003,-0.320253,-0.332114,1.068871
1482925507.118505,0.606347,0.238205,-1.600546,1.263766,4.337659,-2.849528,0.553778,-0.235958,-0.798532,0.032826,0.004875,1.091406
1482925507.137823,0.687139,0.233356,-1.657028,1.546498,2.882931,-2.209382,0.617135,-0.231244,-0.752111,0.310137,0.034446,1.037120
1482925507.157110,0.740785,0.222264,-1.699570,0.550820,2.184000,-1.884367,0.658267,-0.220438,-0.719786,0.151069,-0.052384,0.852222
1482925507.176428,0.797058,0.196226,-1.717272,-0.916349,3.216992,-1.405133,0.701576,-0.194969,-0.685403,-0.117299,-0.037515,0.845927
1482925507.195745,0.871821,0.157149,-1.702664,-2.382252,4.215501,-0.726650,0.756069,-0.156503,-0.635505,0.090583,0.104925,0.809246
1482925507.215032,0.934046,0.127860,-1.675535,-1.635682,2.714494,-0.100970,0.797469,-0.127512,-0.589732,0.461953,0.342185,0.795147
1482925507.234350,0.963941,0.124000,-1.662257,-0.187057,1.201080,0.446169,0.815138,-0.123683,-0.565908,0.421506,0.416522,0.836901
1482925507.253668,0.991516,0.141026,-1.658852,0.620719,1.753201,0.992105,0.828549,-0.140559,-0.541987,0.298074,0.404431,0.933964
1482925507.272955,1.025106,0.165210,-1.662507,0.795458,1.428386,0.878485,0.843130,-0.164459,-0.511942,0.570814,0.442600,0.968513
1482925507.292272,1.036952,0.178077,-1.660696,-0.075036,0.288423,0.468818,0.847244,-0.177137,-0.500799,0.762695,0.324568,0.906241
1482925507.311590,1.044606,0.177191,-1.646971,-0.952078,0.853543,0.202498,0.851188,-0.176265,-0.494379,0.616583,0.317654,0.627440
1482925507.330877,1.068791,0.164346,-1.623165,-1.608078,1.705793,-0.063366,0.864807,-0.163607,-0.474701,0.597921,0.348988,0.381873
1482925507.350195,1.093789,0.143816,-1.596224,-1.816256,1.273276,-0.462012,0.879202,-0.143320,-0.454383,0.591229,0.299873,0.352856
1482925507.369512,1.104942,0.112765,-1.565109,-2.306875,0.504871,-0.823038,0.887764,-0.112526,-0.446334,0.359187,0.147177,0.356427
1482925507.388799,1.106406,0.081299,-1.535979,-1.737037,0.139736,-0.757423,0.891142,-0.081210,-0.446398,0.214139,0.223185,0.146828
1482925507.408117,1.108295,0.058792,-1.523933,-0.769474,0.176823,-0.761222,0.893393,-0.058758,-0.445417,0.267320,0.279253,-0.196148
1482925507.427435,1.116159,0.038759,-1.518118,-0.830498,0.582038,-0.824439,0.897746,-0.038749,-0.438807,0.539215,0.250799,-0.487003
1482925507.446722,1.128332,0.014371,-1.502487,-1.507742,0.577936,-0.782502,0.903606,-0.014371,-0.428124,0.881604,0.195607,-0.429181
1482925507.466039,1.129172,-0.017753,-1.477314,-2.142072,-0.284448,-1.062570,0.903916,0.017752,-0.427341,0.984961,0.154691,-0.113428
1482925507.485357,1.118468,-0.058094,-1.443860,-2.558016,-0.755352,-1.173380,0.897914,0.058061,-0.436324,0.933993,0.139073,0.105853
1482925507.504644,1.103192,-0.097789,-1.412538,-2.175236,-1.043685,-1.047836,0.888386,0.097634,-0.448595,0.996932,0.238220,0.188172
1482925507.523962,1.081395,-0.132100,-1.389485,-1.737564,-1.343503,-1.059513,0.874925,0.131716,-0.466002,0.920965,0.189893,0.271891
1482925507.543279,1.060684,-0.166496,-1.368952,-1.897957,-1.077684,-1.046165,0.860622,0.165728,-0.481523,0.758517,-0.006584,0.319525
1482925507.562566,1.051075,-0.205312,-1.340344,-2.504224,-0.674495,-1.001644,0.849728,0.203872,-0.486208,0.657833,-0.169646,0.436472
1482925507.581884,1.044776,-0.249065,-1.298950,-3.176333,-0.918387,-0.868430,0.838127,0.246497,-0.486602,0.561924,-0.207089,0.543080
1482925507.601202,1.038624,-0.293874,-1.247502,-3.463425,-1.063188,-0.592547,0.824764,0.289662,-0.485654,0.432837,-0.130771,0.472833
1482925507.620489,1.037758,-0.331856,-1.194899,-3.036618,-0.709205,-0.203293,0.814276,0.325798,-0.480427,0.336777,0.002495,0.239060
1482925507.639806,1.047537,-0.354347,-1.148692,-2.186038,-0.050355,0.307753,0.812381,0.346978,-0.468661,0.310957,0.111536,0.064490
1482925507.659124,1.064783,-0.362870,-1.112445,-1.617255,0.321462,0.541630,0.817726,0.354959,-0.453132,0.369879,0.006351,0.120407
1482925507.678411,1.080184,-0.370950,-1.072982,-2.137945,-0.153592,0.508927,0.822051,0.362501,-0.439119,0.376755,-0.175682,0.316469
1482925507.697729,1.091325,-0.387899,-1.020150,-2.949277,-0.537222,0.428628,0.821322,0.378245,-0.427037,0.300869,-0.171051,0.422472
1482925507.717046,1.108503,-0.402057,-0.958197,-2.791564,-0.159401,0.883879,0.823660,0.391312,-0.410437,0.370600,0.023898,0.366909
1482925507.736334,1.132337,-0.396377,-0.905497,-1.736174,0.325994,1.672324,0.835207,0.386079,-0.391628,0.657367,0.299160,0.321723
1482925507.755651,1.156076,-0.370461,-0.862307,-1.184775,0.425496,2.267853,0.853140,0.362045,-0.375599,0.792664,0.285778,0.362660
1482925507.774969,1.186424,-0.337750,-0.818515,-1.479988,1.090552,2.441220,0.874659,0.331365,-0.353792,0.665961,0.120703,0.363007
1482925507.794256,1.235605,-0.304514,-0.766488,-1.828744,2.036146,2.600125,0.900900,0.299830,-0.313815,0.717392,0.047380,0.260864
1482925507.813574,1.294581,-0.258056,-0.725907,-0.778131,2.630233,3.124933,0.930237,0.255202,-0.263686,0.899457,0.151080,0.170483
1482925507.832891,1.353597,-0.197237,-0.702434,-0.322451,2.913157,3.446030,0.957572,0.195961,-0.211318,0.808140,0.129218,0.236994
1482925507.852178,1.422863,-0.130463,-0.673706,-1.233568,3.645055,3.812273,0.980672,0.130093,-0.146142,0.815948,0.055322,0.250948
1482925507.871496,1.502484,-0.056141,-0.625113,-2.574227,3.913636,4.271490,0.996096,0.056112,-0.068151,0.998919,0.152050,0.251189
1482925507.890814,1.581051,0.029045,-0.558793,-3.726742,4.134994,4.676732,0.999526,-0.029041,0.010250,1.074032,0.166498,0.287456
1482925507.910101,1.655659,0.127628,-0.486984,-3.950027,4.136069,5.068637,0.988297,-0.127282,0.084071,1.287419,0.134276,0.262519
1482925507.929418,1.721330,0.240768,-0.428699,-3.450337,3.744310,5.754404,0.960173,-0.238448,0.145640,1.427603,0.406585,0.193292
1482925507.948759,1.781016,0.367071,-0.391271,-2.711530,3.711338,6.264578,0.912834,-0.358883,0.194774,1.270014,0.458864,-0.031790
1482925507.968046,1.849341,0.499291,-0.371089,-2.493549,4.151118,6.469152,0.844084,-0.478803,0.241391,1.171334,0.267618,-0.215291
1482925507.987364,1.928029,0.629832,-0.360348,-2.666278,4.440311,6.101481,0.757108,-0.589009,0.282588,1.295511,0.179856,-0.282039
1482925508.006681,2.005462,0.762634,-0.346505,-3.277397,4.409649,6.173419,0.655786,-0.690829,0.304468,1.562611,0.446050,-0.342726
1482925508.025968,2.086463,0.896731,-0.347273,-2.999111,4.017793,6.200834,0.543003,-0.781291,0.307786,1.753806,0.709880,-0.599275
1482925508.045286,2.190242,1.023231,-0.385050,-2.306835,3.577487,5.956807,0.423880,-0.853795,0.302257,1.830673,0.853419,-0.949674
1482925508.064604,2.310288,1.135330,-0.453598,-2.503380,2.697653,5.315527,0.311655,-0.906673,0.284278,1.814639,0.952795,-1.201444
1482925508.083891,2.397132,1.237720,-0.512808,-3.285107,0.951724,4.002602,0.221533,-0.945041,0.240456,1.715717,0.882090,-1.460092
1482925508.103208,2.350597,1.337389,-0.465002,-4.893574,-0.578812,2.597937,0.164461,-0.972884,0.162630,1.486765,0.834073,-1.495275
1482925508.122526,1.858122,1.426833,0.005519,-6.974024,-2.033253,0.936014,0.137585,-0.989655,0.040657,1.315062,0.804230,-1.264553
1482925508.141813,0.881357,1.389338,0.935777,-8.001695,-3.565382,-0.953288,0.139246,-0.983582,-0.114794,1.309608,0.838181,-0.891504
1482925508.161131,0.515574,1.232504,1.216335,-8.889717,-5.529711,-3.165726,0.163626,-0.943323,-0.288735,1.272333,0.878337,-0.375992
1482925508.180448,0.387341,1.041823,1.214488,-8.652074,-7.273296,-5.081397,0.190619,-0.863326,-0.467261,1.114868,1.197344,0.116857
1482925508.199735,0.330434,0.876279,1.100711,-5.294071,-7.866101,-6.871780,0.207655,-0.768363,-0.605391,0.972046,1.767966,0.289795
1482925508.219053,0.312435,0.788492,0.925131,-0.813468,-7.356634,-7.388605,0.216674,-0.709291,-0.670789,1.294813,2.609496,0.158359
1482925508.238371,0.307831,0.757493,0.723704,1.574168,-7.884570,-7.844305,0.220142,-0.687102,-0.692408,2.031269,2.472746,0.308067
1482925508.257658,0.284855,0.740150,0.505839,1.298160,-9.397126,-8.392097,0.207495,-0.674399,-0.708613,2.561716,1.918318,0.721215
1482925508.276975,0.247384,0.708344,0.277235,0.366111,-9.785985,-9.338999,0.185963,-0.650577,-0.736320,2.392223,1.339977,0.910698
1482925508.296263,0.221297,0.670315,0.038875,0.651132,-8.931804,-9.849326,0.172002,-0.621233,-0.764516,1.937370,0.828190,1.049700
1482925508.315580,0.198637,0.653281,-0.205495,1.376078,-8.957915,-10.045590,0.156701,-0.607795,-0.778479,1.532283,0.759712,1.175027
1482925508.334898,0.188214,0.647273,-0.459151,1.850213,-7.918109,-10.498438,0.149259,-0.603013,-0.783643,1.169409,0.676366,1.025552
1482925508.354185,0.209983,0.643650,-0.700852,1.687020,-5.439964,-9.280109,0.166736,-0.600119,-0.782340,0.992233,0.887083,1.159900
1482925508.373503,0.260354,0.644549,-0.915643,2.488616,-3.344879,-8.374775,0.205776,-0.600838,-0.772431,1.158534,0.834880,1.150071
1482925508.392820,0.329822,0.652633,-1.122307,2.869391,-2.710957,-7.837766,0.257314,-0.607281,-0.751665,1.167901,0.583947,1.354821
1482925508.412107,0.402108,0.635842,-1.313555,1.442622,-1.831771,-7.648422,0.314877,-0.593855,-0.740397,0.832946,0.445017,1.427093
1482925508.431425,0.479753,0.587511,-1.477517,0.300549,-0.220309,-7.100102,0.384167,-0.554291,-0.738361,0.441635,0.419077,1.373958
1482925508.450743,0.567666,0.525039,-1.606613,0.062766,1.758410,-6.042194,0.465244,-0.501247,-0.729589,0.220419,0.415460,1.315012
1482925508.470030,0.679897,0.487591,-1.704633,1.605072,4.461062,-3.917272,0.555445,-0.468499,-0.687015,0.449003,0.541202,1.150089
1482925508.489347,0.806822,0.488491,-1.785435,2.986222,3.924407,-2.154775,0.637638,-0.469294,-0.610886,0.982224,0.424206,1.235023
1482925508.508665,0.890868,0.493404,-1.864753,2.570362,1.838159,-2.215466,0.684868,-0.473627,-0.553745,0.944740,0.060780,1.328148
1482925508.527952,0.962433,0.476669,-1.919571,0.759677,3.126371,-2.229852,0.729112,-0.458822,-0.507816,0.524260,-0.146793,1.156877
1482925508.547270,1.054378,0.435596,-1.937467,-0.981004,4.564988,-2.334560,0.788389,-0.421951,-0.447660,0.744940,-0.044304,0.958642
1482925508.566587,1.120627,0.387734,-1.934676,-1.233388,2.723782,-1.818678,0.833537,-0.378091,-0.402819,1.152799,0.277576,0.711122
1482925508.585874,1.157832,0.357594,-1.928561,-0.771180,1.767251,-0.927875,0.857994,-0.350022,-0.375939,0.959466,0.357847,0.419508
1482925508.605192,1.185966,0.341414,-1.916669,-0.914795,1.703649,-0.306635,0.873365,-0.334820,-0.353735,0.704362,0.037157,0.466448
1482925508.624510,1.211415,0.334801,-1.904322,-0.451649,1.351717,-0.059859,0.884137,-0.328581,-0.332167,0.824787,-0.025451,0.536292
1482925508.643797,1.227898,0.331324,-1.903026,-0.016178,0.588117,-0.252712,0.890562,-0.325296,-0.317932,1.059452,0.018209,0.447630
1482925508.663114,1.237511,0.323589,-1.904059,-0.198510,0.600536,-0.511711,0.895929,-0.317972,-0.310171,1.122999,-0.001207,0.273291
1482925508.682432,1.254801,0.302139,-1.894083,-1.371765,1.260849,-1.104524,0.907432,-0.297563,-0.296686,1.371198,-0.250510,0.028001
1482925508.701719,1.258700,0.263469,-1.855234,-3.103095,0.143602,-1.357898,0.918852,-0.260431,-0.296458,1.816648,-0.367331,0.074132
1482925508.721037,1.220324,0.217048,-1.791848,-4.109346,-1.867958,-1.192465,0.917174,-0.215347,-0.335285,1.628090,-0.339166,0.340859
1482925508.740354,1.158470,0.161387,-1.719103,-4.738718,-2.811185,-1.440025,0.904285,-0.160687,-0.395535,1.047614,-0.398165,0.612433
1482925508.759641,1.086860,0.088258,-1.645600,-5.238332,-3.446701,-1.994845,0.881725,-0.088144,-0.463456,0.526369,-0.369912,0.856389
1482925508.778959,1.012460,-0.006142,-1.572986,-5.998583,-3.824516,-2.582236,0.848122,0.006142,-0.529766,0.100658,-0.362100,0.951697
1482925508.798277,0.944911,-0.121936,-1.496039,-7.080163,-3.575669,-2.729587,0.804427,0.121634,-0.581466,-0.159747,-0.292513,0.966398
1482925508.817564,0.903760,-0.246958,-1.402668,-7.883798,-2.669079,-2.002812,0.761822,0.244455,-0.599890,-0.120798,-0.102669,0.909239
1482925508.836881,0.894184,-0.360336,-1.303130,-7.120003,-1.726112,-1.112088,0.729625,0.352589,-0.585942,-0.004592,0.225606,0.763967
1482925508.856200,0.910049,-0.437829,-1.203614,-5.534421,-0.804124,0.348121,0.715060,0.423974,-0.555819,0.095696,0.526985,0.685560
1482925508.875486,0.942141,-0.473150,-1.117919,-3.621476,-0.159153,1.201400,0.719960,0.455692,-0.523452,0.244326,0.480247,0.561488
1482925508.894804,0.970666,-0.481921,-1.047393,-2.580139,-0.225200,1.599142,0.731270,0.463482,-0.500429,0.358173,0.346603,0.449427
1482925508.914121,1.000766,-0.484479,-0.984745,-2.543887,0.376306,1.376652,0.744999,0.465747,-0.477553,0.337104,0.276805,0.203767
1482925508.933409,1.053056,-0.490514,-0.920204,-2.633589,1.523430,1.198989,0.766484,0.471079,-0.436562,0.539891,0.385424,-0.221574
1482925508.952715,1.108976,-0.487449,-0.866164,-1.823967,1.401986,1.423908,0.790975,0.468373,-0.393682,0.826814,0.718290,-0.222741
1482925508.972033,1.138016,-0.479347,-0.816238,-2.062915,-0.469305,1.207916,0.805490,0.461200,-0.372129,0.810044,0.469335,0.109362
1482925508.991320,1.133473,-0.482622,-0.760719,-2.458699,-2.052811,0.818457,0.802419,0.464103,-0.375142,0.672677,0.260896,0.134661
1482925509.010638,1.114449,-0.475561,-0.723716,-0.489331,-1.425822,1.303612,0.798059,0.457837,-0.391773,0.699986,0.750933,-0.382061
1482925509.029955,1.108130,-0.439907,-0.721372,1.218010,0.074098,1.846667,0.809667,0.425855,-0.403840,0.640716,0.791701,-0.535990
1482925509.049242,1.113357,-0.399401,-0.722500,0.555605,0.319088,1.740848,0.826573,0.388866,-0.406891,0.572759,0.240274,-0.162573
1482925509.068560,1.125061,-0.381608,-0.697850,-1.417545,-0.060608,1.147140,0.837389,0.372413,-0.400109,0.527069,-0.059748,0.179917
1482925509.087878,1.138282,-0.379435,-0.648519,-2.183833,-0.232142,1.198336,0.843338,0.370395,-0.389342,0.641884,0.199354,0.039421
1482925509.107165,1.160596,-0.361637,-0.599471,-1.386475,0.527623,2.300528,0.857726,0.353806,-0.372998,0.868443,0.727587,-0.231107
1482925509.126482,1.177985,-0.316792,-0.567244,-0.083977,0.089231,2.899889,0.877866,0.311520,-0.363739,0.840144,0.511548,-0.087571
1482925509.145800,1.175731,-0.262515,-0.548473,0.251446,-0.621751,2.980090,0.891351,0.259510,-0.371683,0.588497,0.183817,0.124938
1482925509.165087,1.172910,-0.199399,-0.535692,1.055392,0.060278,3.483371,0.903616,0.198081,-0.379793,0.413469,0.152532,0.048804
1482925509.203722,1.220980,-0.027657,-0.523457,1.015307,2.162059,4.817893,0.939076,0.027654,-0.342595,0.467552,0.141736,0.108420
1482925509.184405,1.186979,-0.118193,-0.533376,1.571244,1.077771,4.175770,0.920773,0.117918,-0.371850,0.412453,0.208160,0.079155
1482925509.223009,1.278986,0.074149,-0.515593,1.382122,3.501319,5.260425,0.955093,-0.074081,-0.286896,0.401343,0.238185,0.101002
1482925509.242327,1.359441,0.180293,-0.505571,0.506107,4.706270,5.459071,0.961899,-0.179318,-0.206385,0.291280,0.137748,0.155522
1482925509.261645,1.461718,0.286299,-0.496514,0.476637,5.714958,5.519733,0.953595,-0.282404,-0.104431,0.302290,0.106196,0.118065
1482925509.280932,1.581051,0.393817,-0.505811,0.833704,6.187187,5.443498,0.923403,-0.383716,0.009470,0.329930,0.109438,0.104393
1482925509.300249,1.714347,0.495670,-0.525684,0.294273,6.584598,5.209544,0.870603,-0.475621,0.125841,0.394643,0.072667,0.045091
1482925509.319567,1.860143,0.590969,-0.551786,0.050910,7.045013,5.056561,0.795882,-0.557166,0.236935,0.491511,0.198976,-0.325841
1482925509.338854,2.038183,0.679118,-0.610125,1.050338,7.611592,5.166082,0.694672,-0.628107,0.350589,0.557861,0.358405,-0.762321
1482925509.358172,2.257865,0.740657,-0.716823,2.081109,7.761131,4.811777,0.570574,-0.674773,0.468110,0.649492,0.207906,-1.004577
1482925509.377489,2.487056,0.772308,-0.835023,1.537992,7.634057,4.086274,0.436079,-0.697790,0.568264,0.933590,0.061635,-1.278373
1482925509.396776,2.703017,0.800699,-0.939037,0.197740,7.098622,3.942816,0.295644,-0.717843,0.630315,1.447558,0.056926,-1.660267
1482925509.416094,2.882006,0.846545,-1.023839,-2.392170,5.240856,3.322603,0.170071,-0.748996,0.640376,1.868878,-0.031319,-1.930022
1482925509.435412,3.003315,0.949032,-1.088987,-6.135183,2.741048,3.066740,0.080286,-0.812852,0.576910,1.864045,0.102045,-1.828259
1482925509.454699,3.094899,1.103335,-1.170524,-8.443937,0.146818,2.581921,0.021033,-0.892715,0.450131,1.787227,0.390439,-1.414885
1482925509.474016,3.098426,1.274526,-1.215647,-8.932518,-3.359166,0.073557,0.012599,-0.956432,0.291682,1.528885,0.402403,-0.810634
1482925509.493334,2.580623,1.440365,-0.793142,-9.491518,-6.180718,-2.894257,0.069193,-0.991506,0.110127,1.153711,0.642138,-0.427221
1482925509.512621,1.065194,1.392999,0.602507,-9.355488,-6.963600,-5.325451,0.154733,-0.984236,-0.085660,0.879232,0.909638,-0.272766
1482925509.531939,0.752501,1.193519,0.778554,-7.447780,-7.464253,-7.251777,0.251783,-0.929671,-0.268918,0.823912,1.391852,-0.103184
1482925509.551256,0.684975,1.009937,0.694118,-4.934740,-7.185647,-7.976321,0.336517,-0.846799,-0.411932,1.100536,1.882119,-0.183370
1482925509.570544,0.664306,0.860929,0.548704,-2.275764,-7.196430,-8.549545,0.401802,-0.758448,-0.513139,1.572288,1.922607,-0.244344
1482925509.589861,0.651616,0.750038,0.367348,0.464317,-7.446012,-8.647807,0.443733,-0.681666,-0.581749,1.968658,1.957972,-0.080047
1482925509.609179,0.637319,0.677439,0.167305,2.313243,-7.602520,-8.486010,0.463646,-0.626799,-0.626223,2.060024,1.567324,0.253890
1482925509.628466,0.616753,0.621524,-0.037363,2.824167,-7.308507,-8.557787,0.470226,-0.582275,-0.663207,1.877768,0.837933,0.343573
1482925509.647784,0.601319,0.586392,-0.247213,4.180614,-6.744138,-8.276868,0.471221,-0.553359,-0.686836,1.654330,0.852360,0.357609
1482925509.667101,0.600906,0.584770,-0.466752,5.982177,-6.083887,-7.656435,0.471444,-0.552008,-0.687770,1.629954,0.935220,0.373334
1482925509.686388,0.602324,0.604912,-0.690893,6.265885,-6.700402,-7.212306,0.466024,-0.568690,-0.677800,1.334162,0.744202,0.976346
1482925509.705706,0.593619,0.612895,-0.903549,4.742938,-6.659137,-7.277041,0.457553,-0.575238,-0.678047,0.858314,0.381956,1.541993
1482925509.725024,0.592066,0.591318,-1.096194,3.082747,-4.960324,-7.444486,0.463319,-0.557456,-0.688897,0.645866,0.024645,1.504317
1482925509.744311,0.621904,0.559478,-1.274976,3.211729,-2.762267,-7.077714,0.493759,-0.530744,-0.688849,0.654592,0.309251,1.039337
1482925509.763628,0.653386,0.533329,-1.427223,2.568124,-2.159929,-5.908301,0.523456,-0.508403,-0.683755,0.426849,0.805043,1.083179
1482925509.782946,0.694622,0.498625,-1.548796,1.775991,-0.266347,-4.996441,0.562158,-0.478218,-0.674749,0.010565,0.860566,1.481016
1482925509.802233,0.754685,0.467955,-1.650028,2.051090,1.288580,-4.326118,0.611410,-0.451062,-0.650170,-0.263913,0.655903,1.899162
1482925509.821551,0.839058,0.445007,-1.743938,2.446456,2.485051,-3.678545,0.671553,-0.430464,-0.603090,0.053254,0.498480,1.787590
1482925509.840868,0.912708,0.424859,-1.831550,2.336792,1.479529,-3.278069,0.720826,-0.412192,-0.557232,0.481097,0.498589,1.521323
1482925509.860155,0.962898,0.398095,-1.901150,1.575655,1.094726,-2.966228,0.756660,-0.387663,-0.526481,0.406182,0.504723,1.220226
1482925509.879473,1.015417,0.367857,-1.951936,0.880961,2.302697,-2.360055,0.792856,-0.359616,-0.491992,0.091873,0.398424,1.092137
1482925509.898791,1.086923,0.345453,-1.975131,0.193908,3.694453,-1.134716,0.832904,-0.338623,-0.437728,0.271519,0.459734,1.034238
1482925509.918078,1.151545,0.336612,-1.982925,0.117562,2.611753,-0.342944,0.862133,-0.330291,-0.384231,0.777840,0.378117,0.981842
1482925509.937411,1.182366,0.331720,-1.986202,-0.050601,1.085828,-0.304126,0.875049,-0.325670,-0.358089,0.899069,0.211594,0.851577
1482925509.956729,1.200706,0.323944,-1.981419,-0.588021,1.127196,-0.286334,0.883803,-0.318308,-0.342887,0.717552,-0.042066,0.685372
1482925509.976016,1.220411,0.310439,-1.965837,-1.155047,1.465904,-0.394747,0.894344,-0.305476,-0.326852,0.763626,-0.134259,0.608844
1482925509.995334,1.237226,0.289785,-1.938237,-2.006079,0.872491,-0.682645,0.905483,-0.285747,-0.313767,1.139052,-0.066811,0.500922
1482925510.014651,1.225412,0.258880,-1.891892,-3.186101,-0.334194,-0.794989,0.909590,-0.255998,-0.327277,1.165672,-0.098260,0.413514
1482925510.033938,1.201724,0.214741,-1.822243,-4.638530,-0.269667,-0.967603,0.911241,-0.213094,-0.352464,0.847094,-0.173775,0.318439
