timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1482925537.098955,1.240880,0.288409,-1.654248,0.398170,-0.110940,0.884295,0.906995,-0.284428,-0.310583,-0.771019,-0.322984,-0.273023
1482925537.118273,1.254082,0.310873,-1.645183,-0.597894,1.542334,1.594001,0.904715,-0.305890,-0.296517,-0.894062,0.012066,-0.097335
1482925537.137590,1.303584,0.339650,-1.610214,-1.398521,4.179121,1.922277,0.909409,-0.333157,-0.248960,-0.946403,0.142335,-0.330518
1482925537.156878,1.399209,0.361934,-1.565151,-2.272263,6.514320,1.383705,0.921480,-0.354084,-0.159685,-0.357341,0.264633,-0.796487
1482925537.176195,1.498314,0.375944,-1.508453,-2.775492,5.434909,0.665998,0.927719,-0.367151,-0.067362,0.457363,0.470539,-0.753940
1482925537.195513,1.549508,0.375475,-1.448486,-2.844310,3.109605,-0.027582,0.930123,-0.366714,-0.019804,0.596272,0.454714,-0.723203
1482925537.214800,1.588490,0.380635,-1.402625,-1.587232,2.875527,0.475581,0.928284,-0.371510,0.016427,0.309903,0.545629,-0.812557
1482925537.234118,1.639609,0.392087,-1.392868,-0.040964,2.800970,0.550512,0.921927,-0.382118,0.063541,0.136798,0.661987,-0.851643
1482925537.253435,1.695576,0.398760,-1.382091,-1.183775,3.454431,0.185152,0.914378,-0.388276,0.114692,0.101766,0.561839,-1.141848
1482925537.272722,1.761023,0.407185,-1.341272,-2.253707,4.620358,0.046463,0.901675,-0.396026,0.173622,0.192267,0.514356,-1.357310
1482925537.292040,1.834403,0.415466,-1.304710,-1.242123,4.299428,0.053897,0.883323,-0.403616,0.238397,0.400505,0.753478,-1.407312
1482925537.311357,1.897134,0.420798,-1.299019,0.099624,2.743616,0.272767,0.864590,-0.408489,0.292610,0.433640,0.853861,-1.417534
1482925537.330675,1.942199,0.421587,-1.312373,0.782361,1.798972,0.243349,0.850230,-0.409209,0.331145,0.190420,0.747106,-1.442241
1482925537.349962,1.984433,0.419724,-1.332988,0.982042,1.756910,0.299951,0.836187,-0.407508,0.367054,-0.016397,0.647546,-1.353035
1482925537.369280,2.026027,0.417723,-1.350624,0.670851,1.804645,0.224311,0.820932,-0.405680,0.401865,-0.026433,0.461375,-1.343202
1482925537.388597,2.067276,0.418982,-1.357764,-0.025804,2.153496,0.244127,0.803212,-0.406831,0.435132,0.085743,0.288204,-1.503165
1482925537.407885,2.106838,0.434311,-1.351852,-0.915848,2.112260,0.780254,0.779919,-0.420786,0.463320,0.170036,0.428325,-1.403297
1482925537.427202,2.140326,0.463082,-1.342420,-1.302276,1.819576,1.133977,0.753459,-0.446708,0.482444,0.217158,0.524865,-1.209004
1482925537.446520,2.164098,0.499736,-1.328628,-1.713806,1.430318,1.247441,0.727708,-0.479193,0.490729,0.267373,0.576673,-1.012634
1482925537.465807,2.177128,0.537610,-1.305442,-2.171755,1.162970,0.890599,0.705825,-0.512084,0.489470,0.381531,0.607135,-0.880052
1482925537.485125,2.172629,0.576633,-1.266570,-2.736772,0.603840,0.547447,0.691013,-0.545204,0.474609,0.569944,0.719245,-0.784401
1482925537.504442,2.149710,0.614431,-1.214514,-3.013695,0.189707,0.339945,0.683961,-0.576494,0.447048,0.711361,0.887607,-0.738237
1482925537.523729,2.115712,0.651034,-1.157395,-2.995538,-0.117769,0.345770,0.680252,-0.606009,0.412322,0.787898,1.085537,-0.649306
1482925537.543047,2.074788,0.685450,-1.101001,-2.814685,-0.423237,0.411419,0.677880,-0.633021,0.373848,0.829855,1.156216,-0.593623
1482925537.562365,2.032417,0.715067,-1.046848,-2.496548,-0.350376,0.298352,0.676020,-0.655668,0.336299,0.765047,1.081596,-0.563159
1482925537.581652,1.981651,0.734715,-0.991822,-2.180671,-1.119049,-0.175158,0.680271,-0.670375,0.296358,0.760171,1.007016,-0.549887
1482925537.600969,1.907825,0.749048,-0.937989,-2.255249,-2.183215,-0.237229,0.691138,-0.680942,0.242173,0.895825,1.121113,-0.716073
1482925537.620287,1.845017,0.751720,-0.890097,-0.996930,-0.927122,-0.119893,0.703220,-0.682896,0.197821,0.733703,1.177509,-1.135615
1482925537.639575,1.833540,0.755417,-0.880085,-0.487221,0.087025,-0.180528,0.703002,-0.685593,0.189080,0.663581,1.111948,-1.075101
1482925537.658892,1.833659,0.756572,-0.858431,-0.764364,1.243165,0.175123,0.702214,-0.686433,0.188958,0.742535,0.898824,-0.987771
1482925537.678209,1.861530,0.761677,-0.844727,-0.736173,2.105197,0.117913,0.693310,-0.690136,0.207446,0.897087,0.999680,-0.849190
1482925537.697496,1.894371,0.772469,-0.817552,-1.319649,3.302005,0.221094,0.679023,-0.697906,0.227718,0.974983,0.738536,-0.807262
1482925537.716815,1.948435,0.788192,-0.783129,-1.240889,4.169643,0.497003,0.655444,-0.709080,0.260000,1.124063,0.757920,-0.693600
1482925537.736132,2.022948,0.808068,-0.783412,-0.177444,3.709920,1.091573,0.621468,-0.722954,0.301854,1.487602,0.942043,-0.558856
1482925537.755419,2.108559,0.838612,-0.790017,-0.989092,4.598299,1.739807,0.574142,-0.743716,0.342414,1.616473,0.764748,-0.600978
1482925537.774736,2.207651,0.892608,-0.783808,-2.058859,5.815103,2.498736,0.504398,-0.778711,0.373086,1.934561,0.528485,-0.776252
1482925537.794055,2.329929,0.971353,-0.788181,-2.857496,6.192064,3.671300,0.409277,-0.825650,0.388323,2.308346,0.568915,-0.513251
1482925537.813341,2.466557,1.083936,-0.814644,-4.520782,5.675142,4.920270,0.292373,-0.883806,0.365246,2.733092,0.599851,-0.204559
1482925537.832659,2.648698,1.235223,-0.896970,-6.151748,5.586548,6.263587,0.155822,-0.944222,0.290111,3.035168,0.826502,-0.329688
1482925537.851976,-3.122106,1.403226,-1.308058,-7.653231,5.769492,7.550477,-0.003250,-0.985993,0.166753,3.357733,0.938757,-0.415583
1482925537.871264,-1.563136,1.407015,-2.788420,-8.791922,3.822271,8.057527,-0.163044,-0.986618,-0.001249,3.650058,0.901471,-0.123112
1482925537.890581,-1.054376,1.203362,3.001592,-9.339756,0.146532,8.161564,-0.312377,-0.933252,-0.177373,4.007748,1.135985,0.118858
1482925537.909899,-0.951885,0.969130,2.851787,-9.648207,-2.413003,8.231131,-0.461026,-0.824394,-0.328374,4.071517,1.466773,0.090927
1482925537.929186,-0.954676,0.734495,2.761792,-9.493698,-4.408153,7.920996,-0.605704,-0.670213,-0.428880,3.970291,1.772345,0.000536
1482925537.948503,-1.014395,0.521715,2.687960,-7.946477,-5.870606,7.042123,-0.736193,-0.498368,-0.457874,3.710449,1.783990,-0.027327
1482925537.967836,-1.122638,0.355380,2.624258,-6.345825,-7.676835,5.468121,-0.844931,-0.347947,-0.406231,3.389870,1.945173,0.248825
1482925537.987123,-1.265999,0.235879,2.539963,-6.307088,-9.043557,3.396561,-0.927493,-0.233698,-0.291790,2.825862,2.198075,0.156988
1482925538.006441,-1.413229,0.173260,2.426476,-6.344886,-8.539830,0.829325,-0.972825,-0.172395,-0.154567,2.166643,2.449105,-0.067033
1482925538.025758,-1.554751,0.175874,2.315293,-5.047730,-8.024543,-1.458302,-0.984447,-0.174969,-0.015797,1.812367,2.505488,-0.271563
1482925538.045046,-1.677688,0.228995,2.254530,-1.904159,-6.297279,-3.319387,-0.968337,-0.226999,0.103903,1.495628,2.652748,-0.606940
1482925538.064363,-1.790753,0.309790,2.271408,1.049788,-5.371064,-4.848109,-0.929452,-0.304858,0.207801,1.637701,3.008974,-0.810455
1482925538.083681,-1.920200,0.407184,2.343437,2.347968,-5.433636,-6.428008,-0.862757,-0.396025,0.314348,1.897300,3.185876,-0.796269
1482925538.102968,-2.082683,0.515272,2.449543,1.827329,-6.568876,-7.461121,-0.758624,-0.492771,0.426224,2.360007,3.185782,-0.391233
1482925538.122286,-2.297148,0.630719,2.570985,0.186525,-8.086349,-8.232196,-0.603767,-0.589725,0.536368,2.457667,2.675991,-0.306061
1482925538.141603,-2.545894,0.751404,2.727618,-0.734630,-7.137213,-9.077447,-0.410004,-0.682666,0.604867,2.096725,1.906096,-0.750883
1482925538.160921,-2.826346,0.818695,2.959929,1.820566,-5.311512,-9.140202,-0.211819,-0.730255,0.649507,1.894544,1.450710,-1.130615
1482925538.180208,-3.108308,0.772958,-3.061675,4.889510,-4.674788,-8.770956,-0.023823,-0.698255,0.715452,1.700772,1.302901,-1.123950
1482925538.199526,2.957433,0.658892,-2.860802,5.230413,-4.236561,-8.037532,0.144788,-0.612241,0.777301,1.497956,0.879042,-0.792606
1482925538.218843,2.790072,0.539391,-2.720908,3.459784,-5.021233,-6.931061,0.295438,-0.513614,0.805553,1.472550,0.369911,-0.177277
1482925538.238130,2.614264,0.462668,-2.601673,0.195788,-6.899580,-6.474879,0.450319,-0.446337,0.773301,1.490882,-0.400681,0.107465
1482925538.257448,2.414454,0.411856,-2.474585,-2.255389,-7.643862,-6.168225,0.609149,-0.400311,0.684608,1.050326,-0.857928,-0.104976
1482925538.276766,2.224597,0.373174,-2.344616,-3.613486,-6.983583,-5.297750,0.739146,-0.364573,0.566347,0.473398,-0.689642,-0.247661
1482925538.296053,2.055546,0.343328,-2.226709,-4.176181,-6.505861,-3.870342,0.833154,-0.336623,0.438792,0.084423,-0.361703,-0.137331
1482925538.315370,1.907654,0.316027,-2.128279,-3.412214,-5.340613,-2.737895,0.897058,-0.310792,0.314154,-0.172826,-0.166798,-0.263260
1482925538.334688,1.830510,0.291170,-2.074729,-1.470955,-1.859315,-1.638106,0.925783,-0.287074,0.245995,-0.100874,-0.188074,-0.806617
1482925538.353975,1.805932,0.276586,-2.042037,-1.749910,-0.446341,-0.940249,0.935522,-0.273073,0.224120,0.173891,-0.318839,-0.631737
1482925538.373293,1.769653,0.277838,-1.969521,-4.760252,-1.310127,-0.585358,0.942699,-0.274277,0.189973,0.149999,-0.422551,-0.121969
1482925538.392610,1.707783,0.290744,-1.851117,-6.038729,-1.238887,-0.160111,0.949056,-0.286665,0.130827,0.046330,-0.325598,-0.000573
1482925538.411897,1.665261,0.303103,-1.749425,-4.279996,-0.516351,0.226273,0.950159,-0.298484,0.090024,0.318897,0.088957,-0.369391
1482925538.431215,1.632863,0.317806,-1.680702,-3.172274,-0.599640,0.609729,0.948094,-0.312483,0.058921,0.535476,0.356914,-0.610440
1482925538.450533,1.601776,0.337835,-1.605478,-4.202909,-0.114927,0.999104,0.943022,-0.331445,0.029224,0.339443,0.257200,-0.720914
1482925538.469820,1.575529,0.361683,-1.506772,-5.113099,0.618863,1.221612,0.935292,-0.353849,0.004427,0.076408,0.181083,-0.634433
1482925538.489137,1.547807,0.384167,-1.399557,-4.938865,0.593321,1.222688,0.926866,-0.374787,-0.021312,0.007118,0.363726,-0.714288
1482925538.508455,1.532598,0.407136,-1.313623,-3.444076,1.120498,1.370685,0.917589,-0.395981,-0.035067,0.128508,0.888926,-1.043622
1482925538.527742,1.537771,0.429705,-1.255551,-2.336254,1.804957,1.158144,0.908593,-0.416603,-0.030017,0.114538,1.118704,-1.511900
1482925538.547060,1.564866,0.447502,-1.210028,-2.023893,2.689010,0.766915,0.901515,-0.432715,-0.005347,-0.015613,0.941296,-1.716363
1482925538.566377,1.598675,0.456887,-1.167217,-1.963277,2.575594,0.363852,0.897081,-0.441157,0.025016,-0.076971,0.879206,-1.573012
1482925538.585664,1.619548,0.466163,-1.122563,-2.225224,1.822183,0.478085,0.892238,-0.449462,0.043533,-0.102737,0.852418,-1.374386
1482925538.604982,1.623311,0.480357,-1.069360,-2.570131,1.253713,0.621350,0.885607,-0.462096,0.046550,-0.154963,0.715034,-1.197525
1482925538.624300,1.617830,0.495008,-1.014683,-2.479909,0.923506,0.681769,0.878992,-0.475039,0.041373,-0.019163,0.887019,-1.174868
1482925538.643587,1.610158,0.513116,-0.969364,-1.831727,0.610143,0.934159,0.870544,-0.490894,0.034283,0.246754,1.216052,-1.141612
1482925538.662904,1.599980,0.532398,-0.935907,-1.439047,0.182422,0.929236,0.861226,-0.507600,0.025141,0.296516,1.277901,-0.995465
1482925538.682222,1.584703,0.548644,-0.899577,-1.751868,0.260327,0.710891,0.853150,-0.521531,0.011865,0.134436,1.142906,-0.846709
1482925538.701509,1.574615,0.561242,-0.858645,-1.798755,0.823175,0.656524,0.846589,-0.532238,0.003233,0.068696,1.089530,-0.862592
1482925538.720827,1.580172,0.576938,-0.826447,-1.144679,1.368719,0.889676,0.838100,-0.545460,0.007858,0.095576,1.075104,-0.954302
1482925538.740144,1.599925,0.597343,-0.805088,-0.884174,1.815509,1.153385,0.826482,-0.562447,0.024081,0.076209,1.075347,-0.997338
1482925538.759432,1.627514,0.622011,-0.784589,-1.008327,2.067795,1.259143,0.811402,-0.582670,0.046070,0.131209,1.053466,-0.881189
1482925538.778749,1.644424,0.647108,-0.757963,-1.271923,1.433949,1.189529,0.795669,-0.602882,0.058689,0.246942,1.033472,-0.753063
1482925538.798067,1.649126,0.671875,-0.727123,-1.395001,1.169313,1.201712,0.780256,-0.622454,0.061242,0.308832,1.100316,-0.690983
1482925538.817354,1.651848,0.699318,-0.692842,-1.521910,1.359784,1.385263,0.762769,-0.643696,0.061959,0.369547,1.182751,-0.706147
1482925538.836672,1.665389,0.730095,-0.663344,-1.071200,1.968089,1.550608,0.741780,-0.666941,0.070377,0.423469,1.134629,-0.895140
1482925538.855989,1.703126,0.764436,-0.647420,-0.658691,2.830870,1.802507,0.715463,-0.692130,0.095234,0.421286,1.099777,-0.994258
1482925538.875276,1.763871,0.804455,-0.641433,-0.550900,3.679919,2.152383,0.680618,-0.720453,0.133067,0.536251,1.149596,-0.891707
1482925538.894594,1.840237,0.850787,-0.637536,-0.760396,4.314976,2.364462,0.635601,-0.751799,0.175525,0.807667,1.206516,-0.723451
1482925538.913912,1.925091,0.897160,-0.636651,-0.734723,4.242956,2.032194,0.585087,-0.781559,0.216425,1.049675,1.163017,-0.568641
1482925538.933229,1.998204,0.932998,-0.645879,-0.507302,2.749431,1.952467,0.541865,-0.803409,0.246812,1.476662,1.344594,-0.380209
1482925538.952516,2.046992,0.976156,-0.653388,-1.067269,2.216876,2.143512,0.497885,-0.828350,0.256802,1.575271,1.154246,-0.472168
1482925538.971825,2.119024,1.023962,-0.658026,-0.966538,4.664457,2.200139,0.443782,-0.854175,0.271004,1.561037,0.497482,-0.670705
1482925538.991143,2.227462,1.084326,-0.662855,-2.073356,5.142082,2.996979,0.370282,-0.883988,0.285404,2.000185,0.575143,-0.271524
1482925539.010430,2.305650,1.168258,-0.674710,-2.864927,2.605946,3.798451,0.290655,-0.920070,0.262663,2.447747,0.782348,0.144682
1482925539.029747,2.367668,1.277905,-0.693936,-4.284837,2.368450,4.632845,0.201802,-0.957413,0.206487,2.278623,0.930243,0.138685
1482925539.049065,2.453828,1.419121,-0.726539,-5.639982,3.001891,5.437197,0.095917,-0.988519,0.116746,2.370388,1.022575,0.095924
1482925539.068352,-1.726942,1.549326,-2.766602,-6.065146,3.571372,6.223479,-0.021208,-0.999770,0.003339,2.588426,1.158395,-0.065894
1482925539.087670,-0.910065,1.382873,2.780555,-5.647655,4.548962,7.166211,-0.147502,-0.982394,-0.114650,2.631957,1.217018,-0.108033
1482925539.106987,-0.846172,1.201758,2.802794,-5.948708,4.166927,7.449727,-0.270087,-0.932675,-0.239104,2.737502,1.068822,0.232028
1482925539.126274,-0.797596,1.014189,2.819455,-6.495843,2.638051,7.301098,-0.378099,-0.849053,-0.368986,3.018645,1.020463,0.337815
1482925539.145592,-0.779981,0.835979,2.837964,-5.956852,1.122951,6.654394,-0.471506,-0.741953,-0.476642,3.168419,0.884876,0.076862
1482925539.164910,-0.772888,0.661770,2.815878,-8.128929,-1.590477,5.009014,-0.550819,-0.614514,-0.564775,3.253335,0.558222,0.322145
1482925539.184197,-0.805091,0.471342,2.720099,-10.781487,-5.957152,3.400455,-0.642287,-0.454083,-0.617476,3.195856,0.867920,0.782192
1482925539.203514,-0.913218,0.291531,2.586442,-10.788509,-9.114700,2.487969,-0.758079,-0.287419,-0.585412,2.811035,1.571734,0.690520
1482925539.222832,-1.074438,0.164433,2.452092,-8.336053,-10.174902,1.195927,-0.867462,-0.163693,-0.469803,2.263824,2.055488,0.460942
1482925539.242119,-1.239458,0.110547,2.321439,-6.845835,-8.458512,-1.023793,-0.939835,-0.110322,-0.323323,1.608317,2.503295,-0.253718
1482925539.280754,-1.442581,0.233883,2.128134,-2.398681,-5.173320,-6.507349,-0.964788,-0.231756,-0.124383,1.683778,2.670344,-0.828902
1482925539.300041,-1.510816,0.375185,2.089820,-0.466089,-3.603528,-8.024827,-0.928766,-0.366445,-0.055775,1.899759,3.017989,-0.925921
1482925539.319359,-1.594356,0.541048,2.122706,2.943779,-3.620019,-8.834850,-0.856931,-0.515034,0.020193,2.319629,3.455284,-0.512461
1482925539.261437,-1.351246,0.136324,2.206371,-4.361397,-5.722212,-4.074333,-0.966940,-0.135902,-0.215770,1.402449,2.548923,-0.723131
1482925539.338677,-1.758345,0.715122,2.238998,4.139853,-5.852528,-9.832009,-0.741773,-0.655710,0.140773,2.745371,3.476661,-0.130525
1482925539.357964,-2.044841,0.869378,2.457211,5.617492,-6.818175,-10.255150,-0.574144,-0.763928,0.294573,2.753334,2.990579,-0.463668
1482925539.377281,-2.460999,0.918505,2.838666,9.594848,-5.450610,-9.438928,-0.381963,-0.794695,0.471767,2.587760,2.760770,-0.923948
1482925539.396599,-2.852827,0.804198,-3.066172,11.415423,-5.439670,-8.013141,-0.197541,-0.720275,0.664967,2.593726,2.215591,-0.497215
1482925539.415886,-3.130839,0.633267,-2.836772,8.844336,-7.242300,-7.209908,-0.008668,-0.591782,0.806051,2.403815,1.368735,0.135259
1482925539.435204,2.923922,0.504053,-2.695163,4.395664,-7.921759,-6.422764,0.189098,-0.482979,0.854970,1.960410,0.518463,0.191450
1482925539.454521,2.731531,0.429131,-2.581587,1.002514,-7.006794,-6.189870,0.362518,-0.416080,0.833941,1.364459,0.221592,0.256865
1482925539.473809,2.566983,0.351165,-2.486184,2.055847,-6.346068,-5.741647,0.510338,-0.343992,0.788178,0.870426,0.233113,0.264723
1482925539.493126,2.439774,0.243455,-2.432685,3.066557,-5.398445,-5.293129,0.626569,-0.241058,0.741149,0.383760,0.037821,0.294874
1482925539.512444,2.340954,0.142278,-2.392082,1.889231,-4.259493,-4.931013,0.710547,-0.141799,0.689213,-0.029149,-0.514300,0.146482
1482925539.531731,2.274069,0.073462,-2.348177,0.144544,-2.622401,-3.567907,0.760672,-0.073395,0.644972,-0.110532,-0.490915,-0.031633
1482925539.551049,2.234512,0.035742,-2.321607,0.448739,-1.652827,-1.601226,0.787205,-0.035735,0.615654,0.197887,-0.329867,-0.576581
1482925539.570366,2.201918,0.015915,-2.324925,0.694971,-1.787884,-0.350981,0.807263,-0.015914,0.589976,0.338285,-0.442507,-0.747225
1482925539.589653,2.172507,0.018967,-2.316713,-1.355058,-1.212394,0.028770,0.824220,-0.018966,0.565951,0.204393,-0.783425,-0.532528
1482925539.608971,2.169359,0.053042,-2.272251,-3.741789,0.570587,0.083001,0.824984,-0.053018,0.562663,0.527065,-1.097528,-0.568170
1482925539.628289,2.167979,0.104749,-2.188186,-5.646005,-0.403693,-0.245956,0.822390,-0.104557,0.559233,1.446504,-0.890811,-0.577488
1482925539.647606,2.121372,0.170568,-2.098619,-5.639491,-2.282812,0.839055,0.839856,-0.169742,0.515586,1.732909,-0.293380,-0.741650
1482925539.666893,2.054439,0.253102,-2.012482,-6.286939,-2.659485,1.773004,0.857101,-0.250408,0.450192,1.339731,-0.077603,-0.727200
1482925539.686211,1.958414,0.337682,-1.890925,-8.008679,-3.460462,1.017582,0.873527,-0.331301,0.356637,0.981654,-0.113207,-0.436547
1482925539.705529,1.818002,0.397638,-1.715183,-9.435734,-4.113927,-0.059108,0.893950,-0.387241,0.225604,0.663186,0.034941,-0.274103
1482925539.724816,1.665635,0.422615,-1.526763,-8.527912,-3.803718,-0.256676,0.907921,-0.410147,0.086365,0.408143,0.489108,-0.377562
1482925539.744133,1.546022,0.429039,-1.376189,-6.285013,-2.392785,0.391732,0.909086,-0.415997,-0.022527,0.222428,0.840349,-0.656618
1482925539.763451,1.459558,0.439631,-1.259821,-4.934080,-1.812710,1.136860,0.899315,-0.425606,-0.100453,0.029468,0.897526,-0.620376
1482925539.782738,1.380798,0.449825,-1.150845,-5.157145,-1.480599,1.327544,0.884317,-0.434808,-0.170071,-0.276974,0.837447,-0.532873
1482925539.802056,1.311409,0.449696,-1.034233,-5.107575,-0.645440,1.199395,0.870452,-0.434692,-0.230988,-0.496250,0.805987,-0.578861
1482925539.821373,1.266311,0.450364,-0.944955,-3.266889,-0.220394,1.204918,0.858877,-0.435293,-0.269908,-0.370672,1.093989,-0.814821
1482925539.840660,1.241375,0.461304,-0.890445,-1.640259,0.083081,1.369852,0.847323,-0.445117,-0.289681,-0.288586,1.248612,-0.995706
1482925539.859978,1.232844,0.476798,-0.856140,-1.215091,0.522204,1.208218,0.838213,-0.458937,-0.294578,-0.348333,1.240232,-0.982377
1482925539.879296,1.229381,0.486360,-0.820078,-1.510494,0.764770,0.868476,0.833015,-0.467411,-0.295995,-0.418376,1.148130,-0.838218
1482925539.898583,1.230151,0.488803,-0.784518,-1.389194,0.984085,0.585111,0.832164,-0.469569,-0.294971,-0.442617,1.027904,-0.714140
1482925539.917900,1.239181,0.494573,-0.760290,-0.582312,1.092998,0.736007,0.832218,-0.474656,-0.286558,-0.376709,1.084391,-0.627897
1482925539.937218,1.259144,0.512892,-0.753229,0.282535,1.292011,1.174028,0.829356,-0.490699,-0.267177,-0.252167,1.154531,-0.589675
1482925539.956505,1.287774,0.540439,-0.752874,0.338248,1.672246,1.465381,0.823369,-0.514512,-0.239460,-0.169339,1.027842,-0.626532
1482925539.975843,1.324507,0.572060,-0.743805,-0.149861,2.438127,1.833593,0.815416,-0.541365,-0.204990,-0.035506,1.000011,-0.668125
1482925539.995160,1.366343,0.608104,-0.722424,-0.642888,2.993827,2.122103,0.803639,-0.571312,-0.166635,0.089466,1.094032,-0.683465
1482925540.014447,1.414935,0.648877,-0.695676,-0.705070,3.500335,2.376356,0.787104,-0.604292,-0.123682,0.178667,1.147976,-0.661247
1482925540.033765,1.474983,0.694894,-0.677006,-0.331526,3.801445,2.492990,0.764598,-0.640304,-0.073484,0.315251,1.258734,-0.600113
1482925540.053083,1.547519,0.742897,-0.670906,0.017095,4.078781,2.491734,0.736312,-0.676425,-0.017142,0.535018,1.163288,-0.732498
1482925540.072370,1.636149,0.788910,-0.677057,0.204289,4.550803,2.322483,0.703115,-0.709585,0.046016,0.719211,1.059094,-0.835978
1482925540.091687,1.732721,0.832652,-0.685129,-0.097774,4.729558,2.286547,0.664113,-0.739719,0.108486,0.995996,1.152637,-0.793886
1482925540.111005,1.828109,0.878806,-0.694111,-0.169192,4.438991,2.478519,0.617064,-0.769977,0.162378,1.326792,1.259491,-0.783228
1482925540.130292,1.932486,0.924997,-0.721274,0.251188,4.317976,2.585930,0.562898,-0.798619,0.212963,1.422222,1.204000,-0.907273
1482925540.149610,2.056630,0.969238,-0.765858,0.214979,4.693238,2.682738,0.500442,-0.824455,0.264258,1.371766,1.020870,-0.999099
1482925540.168927,2.192064,1.015100,-0.817164,-0.192433,4.828857,2.840619,0.428960,-0.849533,0.307060,1.450320,0.946651,-0.929223
1482925540.188215,2.334287,1.067748,-0.871060,-0.921045,5.060338,3.120249,0.348281,-0.876117,0.333346,1.754156,0.984683,-0.769183
1482925540.207532,2.499129,1.127335,-0.944908,-1.315997,5.117299,3.477722,0.257085,-0.903272,0.343522,2.235546,1.096509,-0.663390
1482925540.226850,2.708959,1.183625,-1.067808,-1.068600,4.947015,3.805687,0.158302,-0.925981,0.342784,2.358024,0.999376,-0.627156
1482925540.246137,2.973062,1.229239,-1.254895,-1.353253,4.379512,4.113864,0.056183,-0.942234,0.330209,2.380491,0.981523,-0.588573
1482925540.265455,-2.988775,1.260004,-1.509434,-1.662438,4.126147,4.261357,-0.046552,-0.952092,0.302248,2.237185,0.979067,-0.613991
1482925540.284772,-2.611790,1.264924,-1.815866,-1.945397,4.572547,4.550475,-0.152177,-0.953585,0.259842,2.243037,1.088868,-0.656761
1482925540.304059,-2.236892,1.234240,-2.110348,-1.992492,5.102757,4.734634,-0.259646,-0.943897,0.204061,2.320996,1.197407,-0.722095
1482925540.323377,-1.941168,1.169477,-2.321942,-1.505732,4.891005,4.863885,-0.364144,-0.920546,0.141394,2.269510,1.070033,-0.675265
1482925540.342695,-1.759299,1.088683,-2.437026,-1.284535,3.370691,4.620935,-0.455438,-0.886017,0.086883,2.106649,0.925241,-0.473030
1482925540.362012,-1.638019,1.006759,-2.519365,-1.804691,2.301548,4.427609,-0.533393,-0.845104,0.035910,1.956031,0.895533,-0.663265
1482925540.381299,-1.531264,0.921253,-2.598403,-2.626129,2.115232,4.481070,-0.604350,-0.796360,-0.023904,1.926761,0.903881,-1.002855
1482925540.400617,-1.426234,0.831945,-2.689445,-4.146619,1.489035,4.187410,-0.666414,-0.739243,-0.097015,1.983739,0.780755,-1.155718
1482925540.419935,-1.318812,0.733193,-2.827024,-7.163229,-0.134878,3.811544,-0.719575,-0.669245,-0.185259,1.907116,0.914136,-0.705446
1482925540.439222,-1.236845,0.625235,-3.010014,-9.255842,-2.625328,2.660140,-0.766030,-0.585288,-0.265771,1.696709,0.887888,-0.513592
1482925540.458539,-1.209360,0.537441,3.094415,-8.295550,-4.177684,0.984040,-0.803520,-0.511939,-0.303766,1.531555,0.860441,-1.035023
1482925540.477857,-1.229698,0.488259,2.939982,-7.018687,-5.509811,-0.637831,-0.832270,-0.469089,-0.295434,1.666284,0.842696,-1.409860
1482925540.497144,-1.288013,0.482137,2.798634,-5.938717,-6.926525,-2.304383,-0.850816,-0.463674,-0.247222,1.796288,0.874946,-1.306575
1482925540.516462,-1.370103,0.517336,2.663185,-5.505503,-7.799165,-3.801072,-0.851694,-0.494567,-0.173261,1.880793,1.093099,-1.475078
1482925540.535779,-1.444902,0.589641,2.521884,-5.460395,-7.623546,-5.368209,-0.824562,-0.556063,-0.104359,1.955516,1.317089,-1.822327
1482925540.555066,-1.507680,0.707838,2.383035,-4.901126,-7.490251,-7.334084,-0.758256,-0.650192,-0.047922,2.096139,1.733691,-1.819995
1482925540.574384,-1.563790,0.860104,2.262528,-3.495621,-7.200870,-8.434227,-0.652341,-0.757911,-0.004571,2.289394,2.338966,-1.557011
1482925540.593702,-1.659653,1.039744,2.216007,-0.771539,-6.623631,-9.703854,-0.504442,-0.862275,0.044941,2.284914,2.771847,-1.350625
1482925540.612989,-1.926910,1.225021,2.373787,2.460252,-6.169006,-10.333715,-0.317661,-0.940813,0.118161,2.223455,2.966258,-1.272870
1482925540.632306,-2.656281,1.338797,3.010135,3.332787,-6.029491,-10.299378,-0.107256,-0.973209,0.203375,2.184531,2.512627,-0.890366
1482925540.651624,2.729754,1.282536,-2.467697,2.828355,-5.853459,-10.332667,0.113798,-0.958740,0.260514,1.922590,1.816069,-0.389525
1482925540.670911,2.266513,1.130033,-2.084847,1.519083,-5.072598,-10.245242,0.327479,-0.904426,0.273442,1.490545,1.361375,0.011777
1482925540.690229,2.045697,0.950479,-1.928921,2.225189,-3.871675,-9.669780,0.516966,-0.813694,0.265796,1.143881,1.165175,-0.108443
1482925540.709546,1.966739,0.774490,-1.905241,3.536555,-2.846073,-7.962323,0.659478,-0.699352,0.275674,0.894917,1.190938,-0.000941
